Call_Id,Call_Arrival_Time,Skill_ID,Agent_ID,Agent,Date,Time,Answered_YN,Answered_Time,Call_Departure_Time,Resolved,Speed_of_Answer_Seconds,AvgTalkDuration,Satisfaction_Rating
ID00371,01/20/2024 09:06,Billing,Agent_F,F,01/20/2024,9:06:49,Y,01/20/2024 09:07,01/20/2024 09:13,Y,41,6:15,3
ID00372,01/19/2024 14:48,New_Accounts,Agent_G,G,01/19/2024,14:48:21,Y,01/19/2024 14:48,01/19/2024 14:49,Y,17,0:48,4
ID00373,1/8/2024 16:47,Retention,Agent_E,E,1/8/2024,16:47:33,Y,1/8/2024 16:47,1/8/2024 16:50,Y,14,2:44,4
ID00374,01/25/2024 17:44,Sales,Agent_A,A,01/25/2024,17:44:32,Y,01/25/2024 17:44,01/25/2024 17:45,Y,8,1:02,3
ID00375,01/30/2024 09:07,Retention,Agent_C,C,01/30/2024,9:07:53,Y,01/30/2024 09:08,01/30/2024 09:08,Y,9,0:57,3
ID00376,01/26/2024 11:33,Customer_Service,Agent_A,A,01/26/2024,11:33:30,Y,01/26/2024 11:33,01/26/2024 11:34,Y,17,0:55,3
ID00377,1/11/2024 9:19,Billing,Agent_B,B,1/11/2024,9:19:02,Y,1/11/2024 9:19,1/11/2024 9:19,Y,8,0:37,3
ID00378,1/4/2024 10:59,Customer_Service,Agent_C,C,1/4/2024,10:59:47,Y,1/4/2024 11:00,1/4/2024 11:01,Y,19,1:37,3
ID00379,01/14/2024 15:14,Technical_Support,Agent_C,C,01/14/2024,15:14:51,Y,01/14/2024 15:15,01/14/2024 15:16,Y,16,1:40,2
ID00380,01/13/2024 08:47,Customer_Service,Agent_H,H,01/13/2024,8:47:39,Y,01/13/2024 08:47,01/13/2024 08:51,Y,20,3:35,3
ID00381,01/23/2024 11:13,Customer_Service,Agent_B,B,01/23/2024,11:13:17,Y,01/23/2024 11:13,01/23/2024 11:19,Y,18,6:15,3
ID00382,01/18/2024 10:23,Customer_Service,Agent_A,A,01/18/2024,10:23:20,Y,01/18/2024 10:23,01/18/2024 10:25,N,1,1:39,3
ID00383,01/17/2024 13:38,Sales,Agent_A,A,01/17/2024,13:38:24,Y,01/17/2024 13:38,01/17/2024 13:41,N,17,2:57,3
ID00384,01/20/2024 10:52,Customer_Service,Agent_E,E,01/20/2024,10:52:43,N,,,N,,,
ID00385,01/19/2024 09:43,Technical_Support,Agent_C,C,01/19/2024,9:43:08,Y,01/19/2024 09:43,01/19/2024 09:47,Y,19,4:06,3
ID00386,01/23/2024 10:32,Sales,Agent_B,B,01/23/2024,10:32:24,Y,01/23/2024 10:32,01/23/2024 10:33,Y,8,0:44,3
ID00387,01/16/2024 16:44,Technical_Support,Agent_C,C,01/16/2024,16:44:58,Y,01/16/2024 16:45,01/16/2024 16:49,Y,2,4:03,3
ID00388,1/5/2024 10:20,Customer_Service,Agent_A,A,1/5/2024,10:20:53,N,,,N,,,
ID00389,01/31/2024 08:31,New_Accounts,Agent_G,G,01/31/2024,8:31:08,N,,,N,,,
ID00390,01/17/2024 15:26,Customer_Service,Agent_F,F,01/17/2024,15:26:43,Y,01/17/2024 15:27,01/17/2024 15:29,Y,30,2:15,3
ID00391,1/1/2024 11:18,Billing,Agent_F,F,1/1/2024,11:18:02,Y,1/1/2024 11:18,1/1/2024 11:19,Y,2,1:41,3
ID00392,01/24/2024 15:35,New_Accounts,Agent_A,A,01/24/2024,15:35:32,Y,01/24/2024 15:36,01/24/2024 15:38,Y,28,2:16,3
ID00393,1/12/2024 16:52,Billing,Agent_H,H,1/12/2024,16:52:48,Y,1/12/2024 16:52,1/12/2024 16:54,N,7,2:01,2
ID00394,1/4/2024 11:19,Sales,Agent_H,H,1/4/2024,11:19:55,Y,1/4/2024 11:20,1/4/2024 11:25,N,37,4:55,3
ID00395,1/3/2024 15:55,Customer_Service,Agent_D,D,1/3/2024,15:55:07,Y,1/3/2024 15:56,1/3/2024 15:57,Y,54,1:58,3
ID00396,01/23/2024 13:55,Retention,Agent_H,H,01/23/2024,13:55:45,Y,01/23/2024 13:55,01/23/2024 13:57,Y,11,1:14,3
ID00397,1/7/2024 11:51,Billing,Agent_F,F,1/7/2024,11:51:03,Y,1/7/2024 11:51,1/7/2024 11:53,Y,2,2:07,3
ID00398,01/23/2024 12:18,Billing,Agent_C,C,01/23/2024,12:18:36,Y,01/23/2024 12:18,01/23/2024 12:19,Y,19,0:51,2
ID00399,01/14/2024 08:17,Technical_Support,Agent_C,C,01/14/2024,8:17:55,Y,01/14/2024 08:18,01/14/2024 08:19,Y,19,1:09,3
ID00400,01/27/2024 11:48,Customer_Service,Agent_F,F,01/27/2024,11:48:53,Y,01/27/2024 11:49,01/27/2024 11:50,Y,38,1:05,3
ID00401,01/21/2024 14:24,Technical_Support,Agent_B,B,01/21/2024,14:24:28,Y,01/21/2024 14:25,01/21/2024 14:25,Y,32,0:39,3
ID00402,01/23/2024 13:29,Customer_Service,Agent_A,A,01/23/2024,13:29:31,N,,,N,,,
ID00403,01/28/2024 09:46,Retention,Agent_G,G,01/28/2024,9:46:29,N,,,N,,,
ID00404,01/26/2024 16:25,Billing,Agent_D,D,01/26/2024,16:25:13,Y,01/26/2024 16:26,01/26/2024 16:33,Y,68,7:19,3
ID00405,1/10/2024 13:35,Customer_Service,Agent_F,F,1/10/2024,13:35:36,Y,1/10/2024 13:35,1/10/2024 13:37,N,16,1:50,3
ID00406,01/25/2024 08:02,Billing,Agent_H,H,01/25/2024,8:02:06,Y,01/25/2024 08:02,01/25/2024 08:05,N,51,2:07,3
ID00407,1/6/2024 15:29,Customer_Service,Agent_G,G,1/6/2024,15:29:00,Y,1/6/2024 15:29,1/6/2024 15:30,Y,15,1:10,3
ID00408,1/5/2024 12:10,Customer_Service,Agent_E,E,1/5/2024,12:10:55,Y,1/5/2024 12:11,1/5/2024 12:15,Y,34,3:51,3
ID00409,1/3/2024 13:42,Technical_Support,Agent_B,B,1/3/2024,13:42:57,Y,1/3/2024 13:43,1/3/2024 13:48,Y,13,5:07,3
ID00410,01/23/2024 11:27,Technical_Support,Agent_B,B,01/23/2024,11:27:41,Y,01/23/2024 11:28,01/23/2024 11:30,Y,36,2:20,3
ID00411,1/5/2024 17:14,Technical_Support,Agent_B,B,1/5/2024,17:14:33,Y,1/5/2024 17:15,1/5/2024 17:22,Y,33,7:18,3
ID00412,1/4/2024 14:44,New_Accounts,Agent_D,D,1/4/2024,14:44:08,Y,1/4/2024 14:44,1/4/2024 14:45,Y,11,1:37,3
ID00413,1/4/2024 9:20,Retention,Agent_C,C,1/4/2024,9:20:23,Y,1/4/2024 9:20,1/4/2024 9:22,N,9,1:53,3
ID00414,01/28/2024 10:41,New_Accounts,Agent_A,A,01/28/2024,10:41:43,Y,01/28/2024 10:42,01/28/2024 10:46,Y,24,4:00,4
ID00415,1/12/2024 11:40,Billing,Agent_H,H,1/12/2024,11:40:47,Y,1/12/2024 11:41,1/12/2024 11:42,Y,37,1:35,3
ID00416,1/7/2024 9:57,Sales,Agent_A,A,1/7/2024,9:57:06,Y,1/7/2024 9:57,1/7/2024 9:57,Y,3,0:47,3
ID00417,01/31/2024 14:20,Retention,Agent_G,G,01/31/2024,14:20:50,Y,01/31/2024 14:21,01/31/2024 14:23,Y,14,2:42,3
ID00418,01/20/2024 17:46,Sales,Agent_A,A,01/20/2024,17:46:38,Y,01/20/2024 17:47,01/20/2024 17:50,Y,43,2:40,3
ID00419,1/10/2024 11:33,Customer_Service,Agent_F,F,1/10/2024,11:33:38,Y,1/10/2024 11:33,1/10/2024 11:38,Y,9,4:21,3
ID00420,01/29/2024 11:31,Customer_Service,Agent_F,F,01/29/2024,11:31:24,Y,01/29/2024 11:31,01/29/2024 11:35,Y,13,3:50,3
ID00421,01/29/2024 08:23,Technical_Support,Agent_H,H,01/29/2024,8:23:59,N,,,N,,,
ID00422,01/19/2024 14:23,Customer_Service,Agent_F,F,01/19/2024,14:23:34,N,,,N,,,
ID00423,01/25/2024 09:01,New_Accounts,Agent_E,E,01/25/2024,9:01:37,Y,01/25/2024 09:01,01/25/2024 09:04,N,16,2:40,4
ID00424,01/31/2024 14:32,Technical_Support,Agent_H,H,01/31/2024,14:32:18,Y,01/31/2024 14:32,01/31/2024 14:35,Y,9,2:59,3
ID00425,01/21/2024 16:34,Billing,Agent_C,C,01/21/2024,16:34:39,Y,01/21/2024 16:35,01/21/2024 16:36,Y,24,1:11,3
ID00426,1/7/2024 10:34,Customer_Service,Agent_A,A,1/7/2024,10:34:20,Y,1/7/2024 10:34,1/7/2024 10:36,Y,2,2:37,3
ID00427,01/31/2024 11:03,Customer_Service,Agent_F,F,01/31/2024,11:03:15,Y,01/31/2024 11:03,01/31/2024 11:05,Y,16,1:29,3
ID00428,1/2/2024 12:42,Customer_Service,Agent_C,C,1/2/2024,12:42:47,Y,1/2/2024 12:43,1/2/2024 12:45,Y,27,1:56,3
ID00429,01/23/2024 08:10,Retention,Agent_E,E,01/23/2024,8:10:31,Y,01/23/2024 08:11,01/23/2024 08:13,Y,32,2:33,4
ID00430,01/25/2024 12:46,New_Accounts,Agent_A,A,01/25/2024,12:46:56,Y,01/25/2024 12:47,01/25/2024 12:48,Y,24,1:32,3
ID00431,01/17/2024 09:16,Sales,Agent_B,B,01/17/2024,9:16:45,Y,01/17/2024 09:17,01/17/2024 09:19,Y,34,2:00,3
ID00432,1/2/2024 15:54,Retention,Agent_E,E,1/2/2024,15:54:36,Y,1/2/2024 15:54,1/2/2024 15:55,Y,16,0:58,3
ID00433,01/19/2024 09:14,Billing,Agent_C,C,01/19/2024,9:14:47,N,,,N,,,
ID00434,1/1/2024 11:02,Customer_Service,Agent_C,C,1/1/2024,11:02:30,Y,1/1/2024 11:02,1/1/2024 11:06,N,21,3:11,3
ID00435,1/2/2024 16:51,Customer_Service,Agent_G,G,1/2/2024,16:51:58,Y,1/2/2024 16:52,1/2/2024 16:53,Y,15,0:50,3
ID00436,01/30/2024 13:17,New_Accounts,Agent_E,E,01/30/2024,13:17:52,Y,01/30/2024 13:17,01/30/2024 13:22,Y,7,4:57,3
ID00437,1/2/2024 10:14,Billing,Agent_C,C,1/2/2024,10:14:51,N,,,N,,,
ID00438,1/3/2024 15:55,Customer_Service,Agent_E,E,1/3/2024,15:55:18,Y,1/3/2024 15:55,1/3/2024 15:56,Y,26,0:42,3
ID00439,1/1/2024 13:12,Sales,Agent_E,E,1/1/2024,13:12:18,Y,1/1/2024 13:12,1/1/2024 13:13,Y,3,1:12,3
ID00440,1/12/2024 17:31,Customer_Service,Agent_D,D,1/12/2024,17:31:49,Y,1/12/2024 17:31,1/12/2024 17:34,N,0,2:32,3
ID00441,1/1/2024 11:34,Retention,Agent_B,B,1/1/2024,11:34:22,N,,,N,,,
ID00442,1/1/2024 14:54,Technical_Support,Agent_B,B,1/1/2024,14:54:47,Y,1/1/2024 14:54,1/1/2024 14:59,N,5,4:55,3
ID00443,01/14/2024 15:03,Sales,Agent_B,B,01/14/2024,15:03:09,Y,01/14/2024 15:03,01/14/2024 15:07,Y,16,3:55,3
ID00444,01/28/2024 16:26,Customer_Service,Agent_H,H,01/28/2024,16:26:44,N,,,N,,,
ID00445,1/3/2024 17:06,Sales,Agent_G,G,1/3/2024,17:06:32,Y,1/3/2024 17:07,1/3/2024 17:08,Y,32,1:37,3
ID00446,01/14/2024 10:15,Retention,Agent_G,G,01/14/2024,10:15:18,N,,,N,,,
ID00447,01/13/2024 13:20,Billing,Agent_C,C,01/13/2024,13:20:28,N,,,N,,,
ID00448,1/5/2024 17:06,Sales,Agent_G,G,1/5/2024,17:06:09,Y,1/5/2024 17:06,1/5/2024 17:10,Y,4,3:55,3
ID00449,01/18/2024 13:49,Customer_Service,Agent_F,F,01/18/2024,13:49:13,Y,01/18/2024 13:49,01/18/2024 13:51,Y,12,2:23,4
ID00450,1/6/2024 12:52,Technical_Support,Agent_B,B,1/6/2024,12:52:45,Y,1/6/2024 12:53,1/6/2024 12:56,N,15,3:38,3
ID00451,1/5/2024 9:45,Customer_Service,Agent_G,G,1/5/2024,9:45:15,Y,1/5/2024 9:45,1/5/2024 9:47,Y,9,1:48,3
ID00452,1/9/2024 10:01,Sales,Agent_D,D,1/9/2024,10:01:25,Y,1/9/2024 10:02,1/9/2024 10:03,Y,42,1:03,3
ID00453,01/26/2024 10:07,Customer_Service,Agent_C,C,01/26/2024,10:07:00,Y,01/26/2024 10:07,01/26/2024 10:09,N,26,2:17,3
ID00454,1/12/2024 9:37,Sales,Agent_A,A,1/12/2024,9:37:37,Y,1/12/2024 9:38,1/12/2024 9:39,Y,26,1:15,3
ID00455,01/29/2024 15:51,Technical_Support,Agent_F,F,01/29/2024,15:51:08,Y,01/29/2024 15:51,01/29/2024 15:52,N,16,0:47,3
ID00456,1/2/2024 10:59,Technical_Support,Agent_H,H,1/2/2024,10:59:36,Y,1/2/2024 10:59,1/2/2024 11:01,Y,9,1:50,3
ID00457,01/14/2024 10:22,Technical_Support,Agent_E,E,01/14/2024,10:22:13,Y,01/14/2024 10:22,01/14/2024 10:25,N,23,3:19,3
ID00458,1/2/2024 17:39,Customer_Service,Agent_D,D,1/2/2024,17:39:39,Y,1/2/2024 17:40,1/2/2024 17:41,N,21,1:39,3
ID00459,01/16/2024 08:05,Retention,Agent_H,H,01/16/2024,8:05:17,Y,01/16/2024 08:05,01/16/2024 08:07,N,24,1:49,3
ID00460,01/17/2024 11:40,Retention,Agent_B,B,01/17/2024,11:40:51,N,,,N,,,
ID00461,01/26/2024 13:30,Billing,Agent_F,F,01/26/2024,13:30:34,N,,,N,,,
ID00462,01/17/2024 13:24,Sales,Agent_E,E,01/17/2024,13:24:17,Y,01/17/2024 13:24,01/17/2024 13:26,Y,25,1:23,4
ID00463,01/26/2024 12:03,New_Accounts,Agent_F,F,01/26/2024,12:03:51,Y,01/26/2024 12:04,01/26/2024 12:05,N,19,1:08,3
ID00464,1/6/2024 9:15,Customer_Service,Agent_A,A,1/6/2024,9:15:42,Y,1/6/2024 9:15,1/6/2024 9:17,N,14,1:41,3
ID00465,01/19/2024 14:22,New_Accounts,Agent_C,C,01/19/2024,14:22:59,Y,01/19/2024 14:23,01/19/2024 14:24,Y,14,1:28,3
ID00466,01/26/2024 13:58,Customer_Service,Agent_D,D,01/26/2024,13:58:37,N,,,N,,,
ID00467,01/19/2024 10:36,Customer_Service,Agent_H,H,01/19/2024,10:36:12,Y,01/19/2024 10:36,01/19/2024 10:38,Y,21,1:44,3
ID00468,1/2/2024 9:03,Billing,Agent_C,C,1/2/2024,9:03:14,Y,1/2/2024 9:03,1/2/2024 9:07,Y,2,4:40,2
ID00469,01/30/2024 17:12,New_Accounts,Agent_D,D,01/30/2024,17:12:51,N,,,N,,,
ID00470,01/28/2024 13:03,Customer_Service,Agent_C,C,01/28/2024,13:03:01,Y,01/28/2024 13:03,01/28/2024 13:04,N,31,0:52,3
ID00471,01/28/2024 13:04,Sales,Agent_G,G,01/28/2024,13:04:23,Y,01/28/2024 13:04,01/28/2024 13:07,Y,19,2:22,3
ID00472,1/11/2024 10:10,Technical_Support,Agent_H,H,1/11/2024,10:10:46,Y,1/11/2024 10:11,1/11/2024 10:13,Y,57,1:33,3
ID00473,01/31/2024 16:44,Billing,Agent_F,F,01/31/2024,16:44:56,Y,01/31/2024 16:45,01/31/2024 16:47,Y,42,2:03,3
ID00474,1/6/2024 14:19,Customer_Service,Agent_C,C,1/6/2024,14:19:46,Y,1/6/2024 14:19,1/6/2024 14:21,Y,4,2:06,3
ID00475,01/23/2024 17:25,Sales,Agent_A,A,01/23/2024,17:25:54,Y,01/23/2024 17:26,01/23/2024 17:30,Y,16,4:00,3
ID00476,01/26/2024 17:14,New_Accounts,Agent_G,G,01/26/2024,17:14:40,Y,01/26/2024 17:15,01/26/2024 17:16,Y,32,1:23,3
ID00477,1/8/2024 13:20,Technical_Support,Agent_B,B,1/8/2024,13:20:10,Y,1/8/2024 13:20,1/8/2024 13:21,Y,10,0:45,3
ID00478,01/24/2024 13:28,Sales,Agent_B,B,01/24/2024,13:28:00,Y,01/24/2024 13:28,01/24/2024 13:29,Y,8,1:19,4
ID00479,01/26/2024 09:46,Billing,Agent_H,H,01/26/2024,9:46:00,Y,01/26/2024 09:46,01/26/2024 09:47,N,29,1:16,2
ID00480,01/29/2024 14:31,Billing,Agent_H,H,01/29/2024,14:31:56,Y,01/29/2024 14:32,01/29/2024 14:33,Y,11,1:12,3
ID00481,01/28/2024 17:41,New_Accounts,Agent_D,D,01/28/2024,17:41:48,Y,01/28/2024 17:41,01/28/2024 17:48,Y,2,6:49,3
ID00482,1/2/2024 12:01,Billing,Agent_C,C,1/2/2024,12:01:20,Y,1/2/2024 12:01,1/2/2024 12:04,Y,25,2:50,2
ID00483,01/13/2024 10:46,New_Accounts,Agent_A,A,01/13/2024,10:46:04,Y,01/13/2024 10:46,01/13/2024 10:49,N,29,2:43,3
ID00484,01/29/2024 15:45,Customer_Service,Agent_C,C,01/29/2024,15:45:01,Y,01/29/2024 15:45,01/29/2024 15:50,Y,34,4:38,3
ID00485,1/2/2024 9:21,Billing,Agent_G,G,1/2/2024,9:21:13,Y,1/2/2024 9:21,1/2/2024 9:23,Y,31,1:53,3
ID00486,01/24/2024 16:16,Customer_Service,Agent_C,C,01/24/2024,16:16:42,Y,01/24/2024 16:17,01/24/2024 16:21,Y,34,4:30,2
ID00487,01/18/2024 15:09,Sales,Agent_G,G,01/18/2024,15:09:03,Y,01/18/2024 15:09,01/18/2024 15:10,N,15,1:39,4
ID00488,01/21/2024 17:30,Billing,Agent_D,D,01/21/2024,17:30:12,Y,01/21/2024 17:30,01/21/2024 17:33,Y,15,3:28,3
ID00489,1/3/2024 15:54,Retention,Agent_H,H,1/3/2024,15:54:07,Y,1/3/2024 15:54,1/3/2024 16:01,N,40,6:52,3
ID00490,1/9/2024 9:41,Sales,Agent_E,E,1/9/2024,9:41:34,N,,,N,,,
ID00491,1/12/2024 10:28,Billing,Agent_H,H,1/12/2024,10:28:02,Y,1/12/2024 10:28,1/12/2024 10:32,N,1,4:53,3
ID00492,01/19/2024 08:09,Customer_Service,Agent_A,A,01/19/2024,8:09:48,Y,01/19/2024 08:09,01/19/2024 08:14,Y,7,4:47,3
ID00493,01/18/2024 14:48,Technical_Support,Agent_B,B,01/18/2024,14:48:37,Y,01/18/2024 14:49,01/18/2024 14:52,N,37,3:06,3
ID00494,01/14/2024 16:43,Technical_Support,Agent_D,D,01/14/2024,16:43:55,Y,01/14/2024 16:44,01/14/2024 16:45,Y,18,1:18,2
ID00495,01/29/2024 08:32,Customer_Service,Agent_C,C,01/29/2024,8:32:36,Y,01/29/2024 08:32,01/29/2024 08:38,Y,9,6:02,3
ID00496,1/6/2024 10:13,New_Accounts,Agent_A,A,1/6/2024,10:13:51,Y,1/6/2024 10:13,1/6/2024 10:16,N,2,2:25,3
ID00497,01/14/2024 11:52,New_Accounts,Agent_E,E,01/14/2024,11:52:40,Y,01/14/2024 11:53,01/14/2024 11:59,Y,35,5:48,3
ID00498,01/26/2024 09:05,Customer_Service,Agent_D,D,01/26/2024,9:05:24,N,,,N,,,
ID00499,01/17/2024 15:58,Customer_Service,Agent_F,F,01/17/2024,15:58:55,Y,01/17/2024 15:59,01/17/2024 16:00,Y,20,1:01,3
ID00500,01/19/2024 17:37,Sales,Agent_B,B,01/19/2024,17:37:48,N,,,N,,,
ID00501,01/19/2024 09:50,Customer_Service,Agent_F,F,01/19/2024,9:50:18,N,,,N,,,
ID00502,1/9/2024 14:41,New_Accounts,Agent_G,G,1/9/2024,14:41:31,Y,1/9/2024 14:41,1/9/2024 14:48,Y,9,6:31,3
ID00503,1/5/2024 17:38,Technical_Support,Agent_B,B,1/5/2024,17:38:43,Y,1/5/2024 17:38,1/5/2024 17:43,N,9,4:32,2
ID00504,01/23/2024 11:03,Technical_Support,Agent_F,F,01/23/2024,11:03:47,N,,,N,,,
ID00505,1/1/2024 13:52,Sales,Agent_E,E,1/1/2024,13:52:50,Y,1/1/2024 13:53,1/1/2024 13:55,N,10,2:14,3
ID00506,01/22/2024 09:55,Sales,Agent_G,G,01/22/2024,9:55:14,Y,01/22/2024 09:55,01/22/2024 09:59,Y,29,4:13,3
ID00507,01/24/2024 14:38,Technical_Support,Agent_H,H,01/24/2024,14:38:41,Y,01/24/2024 14:38,01/24/2024 14:40,N,5,1:25,3
ID00508,01/24/2024 15:48,Customer_Service,Agent_A,A,01/24/2024,15:48:33,Y,01/24/2024 15:48,01/24/2024 15:53,Y,21,4:46,4
ID00509,1/10/2024 16:25,Sales,Agent_A,A,1/10/2024,16:25:08,Y,1/10/2024 16:25,1/10/2024 16:28,N,3,3:35,4
ID00510,1/7/2024 8:15,Customer_Service,Agent_D,D,1/7/2024,8:15:02,Y,1/7/2024 8:15,1/7/2024 8:17,Y,12,2:37,3
ID00511,01/27/2024 15:32,New_Accounts,Agent_A,A,01/27/2024,15:32:25,Y,01/27/2024 15:32,01/27/2024 15:36,Y,15,4:15,4
ID00512,01/16/2024 17:28,New_Accounts,Agent_H,H,01/16/2024,17:28:11,Y,01/16/2024 17:28,01/16/2024 17:30,Y,41,1:55,3
ID00513,1/6/2024 12:47,Billing,Agent_F,F,1/6/2024,12:47:53,Y,1/6/2024 12:48,1/6/2024 12:49,Y,8,1:41,3
ID00514,01/28/2024 17:49,New_Accounts,Agent_D,D,01/28/2024,17:49:13,Y,01/28/2024 17:49,01/28/2024 17:51,Y,9,1:49,3
ID00515,01/14/2024 16:01,Billing,Agent_A,A,01/14/2024,16:01:55,Y,01/14/2024 16:02,01/14/2024 16:05,Y,23,3:30,3
ID00516,1/6/2024 17:51,New_Accounts,Agent_E,E,1/6/2024,17:51:00,Y,1/6/2024 17:51,1/6/2024 17:52,Y,5,1:36,4
ID00517,1/9/2024 14:57,Retention,Agent_H,H,1/9/2024,14:57:24,Y,1/9/2024 14:57,1/9/2024 15:06,Y,34,8:41,3
ID00518,01/22/2024 16:52,Billing,Agent_C,C,01/22/2024,16:52:39,Y,01/22/2024 16:53,01/22/2024 16:54,N,27,1:01,3
ID00519,01/31/2024 13:35,Customer_Service,Agent_D,D,01/31/2024,13:35:41,Y,01/31/2024 13:36,01/31/2024 13:38,Y,57,1:36,3
ID00520,1/3/2024 13:17,Technical_Support,Agent_F,F,1/3/2024,13:17:40,Y,1/3/2024 13:18,1/3/2024 13:20,Y,30,2:42,2
ID00521,01/29/2024 12:12,Technical_Support,Agent_C,C,01/29/2024,12:12:09,N,,,N,,,
ID00522,01/26/2024 17:25,Retention,Agent_E,E,01/26/2024,17:25:42,Y,01/26/2024 17:26,01/26/2024 17:28,Y,20,2:05,3
ID00523,1/10/2024 12:58,Sales,Agent_A,A,1/10/2024,12:58:26,Y,1/10/2024 12:58,1/10/2024 13:02,N,11,3:39,3
ID00524,01/27/2024 11:21,Billing,Agent_H,H,01/27/2024,11:21:46,N,,,N,,,
ID00525,01/22/2024 13:32,New_Accounts,Agent_C,C,01/22/2024,13:32:19,Y,01/22/2024 13:32,01/22/2024 13:34,Y,12,1:47,4
ID00526,01/24/2024 12:46,Customer_Service,Agent_C,C,01/24/2024,12:46:51,N,,,N,,,
ID00527,01/29/2024 13:41,Customer_Service,Agent_C,C,01/29/2024,13:41:05,Y,01/29/2024 13:41,01/29/2024 13:43,Y,38,1:43,3
ID00528,01/26/2024 13:23,Retention,Agent_H,H,01/26/2024,13:23:16,N,,,N,,,
ID00529,01/16/2024 08:55,Customer_Service,Agent_A,A,01/16/2024,8:55:40,Y,01/16/2024 08:55,01/16/2024 08:58,Y,17,2:18,3
ID00530,1/4/2024 14:33,Technical_Support,Agent_C,C,1/4/2024,14:33:19,Y,1/4/2024 14:33,1/4/2024 14:35,Y,21,2:11,3
ID00531,01/14/2024 17:57,Technical_Support,Agent_C,C,01/14/2024,17:57:58,Y,01/14/2024 17:58,01/14/2024 18:01,Y,25,3:31,2
ID00532,01/25/2024 09:31,New_Accounts,Agent_D,D,01/25/2024,9:31:21,Y,01/25/2024 09:31,01/25/2024 09:33,Y,11,2:12,3
ID00533,01/15/2024 12:13,Technical_Support,Agent_C,C,01/15/2024,12:13:48,Y,01/15/2024 12:14,01/15/2024 12:15,Y,31,1:40,2
ID00534,1/3/2024 10:39,Customer_Service,Agent_F,F,1/3/2024,10:39:27,Y,1/3/2024 10:40,1/3/2024 10:44,Y,71,3:26,3
ID00535,1/1/2024 8:34,Customer_Service,Agent_A,A,1/1/2024,8:34:12,N,,,N,,,
ID00536,01/25/2024 16:12,Retention,Agent_E,E,01/25/2024,16:12:01,Y,01/25/2024 16:12,01/25/2024 16:12,N,10,0:30,4
ID00537,1/10/2024 10:06,Technical_Support,Agent_F,F,1/10/2024,10:06:24,Y,1/10/2024 10:06,1/10/2024 10:11,N,34,4:47,3
ID00538,1/10/2024 12:29,New_Accounts,Agent_E,E,1/10/2024,12:29:46,Y,1/10/2024 12:29,1/10/2024 12:33,Y,13,3:05,3
ID00539,1/5/2024 13:57,Customer_Service,Agent_C,C,1/5/2024,13:57:31,Y,1/5/2024 13:57,1/5/2024 13:59,N,22,1:33,3
ID00540,01/26/2024 14:01,Technical_Support,Agent_C,C,01/26/2024,14:01:14,Y,01/26/2024 14:01,01/26/2024 14:04,Y,19,2:35,2
ID00541,01/17/2024 10:07,Technical_Support,Agent_A,A,01/17/2024,10:07:23,Y,01/17/2024 10:07,01/17/2024 10:11,Y,6,4:16,3
ID00542,01/25/2024 16:39,Billing,Agent_C,C,01/25/2024,16:39:03,Y,01/25/2024 16:39,01/25/2024 16:39,Y,18,0:30,3
ID00543,1/1/2024 8:44,Technical_Support,Agent_H,H,1/1/2024,8:44:07,Y,1/1/2024 8:44,1/1/2024 8:46,Y,21,2:12,3
ID00544,01/23/2024 10:13,Billing,Agent_C,C,01/23/2024,10:13:44,Y,01/23/2024 10:13,01/23/2024 10:16,Y,9,2:14,3
ID00545,01/22/2024 16:17,Retention,Agent_E,E,01/22/2024,16:17:39,Y,01/22/2024 16:17,01/22/2024 16:19,N,19,1:51,3
ID00546,01/17/2024 17:07,Retention,Agent_B,B,01/17/2024,17:07:18,Y,01/17/2024 17:07,01/17/2024 17:09,Y,40,1:15,3
ID00547,01/25/2024 12:53,Customer_Service,Agent_F,F,01/25/2024,12:53:33,Y,01/25/2024 12:53,01/25/2024 12:55,Y,14,1:46,3
ID00548,1/2/2024 16:31,Sales,Agent_G,G,1/2/2024,16:31:58,Y,1/2/2024 16:32,1/2/2024 16:34,Y,32,2:20,4
ID00549,01/22/2024 09:58,Billing,Agent_H,H,01/22/2024,9:58:07,Y,01/22/2024 09:58,01/22/2024 10:04,Y,20,5:58,3
ID00550,01/17/2024 09:46,Billing,Agent_F,F,01/17/2024,9:46:46,Y,01/17/2024 09:47,01/17/2024 09:48,Y,22,1:12,3
ID00551,1/10/2024 12:29,Technical_Support,Agent_C,C,1/10/2024,12:29:03,N,,,N,,,
ID00552,01/28/2024 12:23,New_Accounts,Agent_G,G,01/28/2024,12:23:51,Y,01/28/2024 12:24,01/28/2024 12:25,Y,11,1:57,3
ID00553,01/25/2024 08:00,Technical_Support,Agent_C,C,01/25/2024,8:00:54,Y,01/25/2024 08:01,01/25/2024 08:04,N,21,2:59,3
ID00554,01/31/2024 17:17,Sales,Agent_F,F,01/31/2024,17:17:56,Y,01/31/2024 17:18,01/31/2024 17:21,Y,52,2:19,3
ID00555,01/13/2024 14:29,Customer_Service,Agent_H,H,01/13/2024,14:29:17,Y,01/13/2024 14:29,01/13/2024 14:32,Y,8,2:41,3
ID00556,01/26/2024 10:07,Sales,Agent_A,A,01/26/2024,10:07:08,N,,,N,,,
